date,pair,target,prediction,error,rolling_std,signal
2016-10-05,Bamburi Cement Ltd_KCB Group Plc,2.0518888172311747,2.134828871210345,-0.08294005397917026,0.08996925748076352,0
2016-10-06,Bamburi Cement Ltd_KCB Group Plc,2.0933571920734813,2.1293882261799375,-0.03603103410645625,0.08491992951906538,0
2016-10-07,Kenya Airways Plc_Car and General (K) Ltd,1.7067079192218546,1.6725223449369069,0.03418557428494773,0.040004177255480666,0
2016-10-10,Kenya Airways Plc_Car and General (K) Ltd,1.7007384309480649,1.6813585965268936,0.019379834421171305,0.04072842171338483,0
2016-10-11,Kenya Airways Plc_Car and General (K) Ltd,1.6774114799630402,1.6842968558524796,-0.006885375889439382,0.04070449725912408,0
2016-10-12,Kenya Airways Plc_Car and General (K) Ltd,1.7366003513533708,1.6764594152475234,0.060140936105847365,0.0433806292151938,0
2016-10-13,Kenya Airways Plc_Car and General (K) Ltd,1.7705019030290523,1.6880965316911392,0.08240537133791315,0.039700165278852804,-1
2016-10-14,Kenya Airways Plc_Car and General (K) Ltd,1.7924808097478273,1.6926411224283715,0.0998396873194558,0.04323864980988218,-1
2016-10-17,Kenya Airways Plc_Car and General (K) Ltd,1.8350404241666234,1.6952744527450687,0.13976597142155467,0.04575085464870223,-1
2016-10-18,Kenya Airways Plc_Car and General (K) Ltd,1.9150831318401598,1.6952744527450687,0.21980867909509105,0.062206297419620894,-1
2016-10-19,Kenya Airways Plc_Car and General (K) Ltd,1.9980800514111279,1.6952744527450687,0.30280559866605916,0.08659428416566414,-1
2016-10-21,Kenya Airways Plc_Car and General (K) Ltd,2.076232905862988,1.7231365927972713,0.35309631306571654,0.11006924916516125,-1
2016-10-24,Kenya Airways Plc_Car and General (K) Ltd,2.155013783716102,1.7223470764975366,0.4326667072185655,0.13590850617972952,-1
2016-10-25,Kenya Airways Plc_Car and General (K) Ltd,2.177486639568161,1.7223470764975366,0.45513956307062453,0.15607895678265538,-1
2016-10-26,Kenya Airways Plc_Car and General (K) Ltd,2.0924934267347686,1.7247210988727815,0.3677723278619871,0.1639356983172354,-1
2016-10-27,Kenya Airways Plc_Car and General (K) Ltd,2.155013783716102,1.7247210988727815,0.4302926848433206,0.17155882476965134,-1
2016-10-28,Kenya Airways Plc_Car and General (K) Ltd,2.170051661080643,1.7247210988727815,0.4453305622078616,0.18004099237931276,-1
